2023/01/19,BUY,1,3463
2023/01/20,BUY,1,3456
2023/01/23,BUY,1,3436
2023/01/27,SELL,2,2761
2023/01/30,BUY,1,2892
2023/02/01,SELL,1,2135
2023/02/03,BUY,1,1586
2023/02/06,BUY,1,1572
2023/05/11,SELL,1,1984
2023/05/23,SELL,1,2633
2023/05/24,SELL,1,2475
2023/05/25,SELL,1,2537
2023/06/23,BUY,1,2233
2023/06/26,BUY,1,2295
2023/07/26,SELL,1,2470
2023/07/31,SELL,1,2492
2023/09/29,BUY,1,2413
2023/10/03,BUY,1,2387
2023/10/23,BUY,1,2308
2023/11/09,SELL,1,2214
2023/11/28,SELL,1,2423
2023/11/29,SELL,1,2396
